Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
87,0.18087318100536542,0.23890382553526485,0.42989201252881243,0.1503309809305574
88,0.20208068171994753,0.31546814625642944,0.27090544411353545,0.21154572791008758
89,0.1894517344534274,0.28756993532765884,0.4006495467415144,0.12232878347739913
90,0.23037400713855422,0.4044914637228556,0.18446078553089382,0.18067374360769634
91,0.15886718703434277,0.26614808177640326,0.41747023773475145,0.15751449345450272
92,0.18917959035142634,0.3040534360735898,0.24724435105002937,0.2595226225249548
93,0.1942403367244912,0.30405751973354206,0.37355093773238507,0.12815120580958153
94,0.25290099161978347,0.20473762747035143,0.3733088949413059,0.16905248596855924
95,0.1719455701318738,0.2597153712058741,0.35371308608407065,0.21462597257818167
96,0.1680307171783491,0.3022957062025638,0.26865386672192815,0.261019709897159
97,0.16415411677186903,0.2147315838981475,0.45349462047639166,0.16761967885359186
98,0.1375558949282667,0.20440248290528257,0.5493619742230266,0.10867964794342423
99,0.16656003357534988,0.29710531732103357,0.41662854057707543,0.11970610852654115
100,0.11970487490769191,0.16966625332109905,0.5474001188605384,0.16322875291067113
101,0.1948636051737659,0.2571849313458563,0.4111186462827909,0.13683281719758697
102,0.22163741426558378,0.281089554675724,0.3344955489568502,0.162777482101842
103,0.14779822887681082,0.2606157817287368,0.4114833395106471,0.18010264988380523
104,0.16321960043808686,0.35929214687849564,0.30527187249264204,0.17221638019077548
105,0.18353538366321043,0.2446075628690264,0.425021703326533,0.14683535014123036
106,0.07934064658309549,0.10432240244831956,0.7631817957802548,0.0531551551883301
107,0.2045683420592945,0.28175096871707206,0.3637982391431693,0.14988245008046433
108,0.22548213311963242,0.25764169163986655,0.362142150540039,0.15473402470046174
109,0.20645095187145063,0.27776074717308585,0.3785443177116609,0.13724398324380263
110,0.14080289119113126,0.2632881031617164,0.3558513429091638,0.24005766273798831
111,0.18043146190947087,0.2474392730630563,0.43403106426749816,0.13809820075997462
112,0.15547559257459403,0.2839165905233333,0.3746815767142938,0.18592624018777903
113,0.17040059391645762,0.2418370013158019,0.4351999343895919,0.15256247037814843
114,0.21478473700649064,0.3705392072168244,0.20850207837874465,0.20617397739794022
115,0.1642907094918561,0.2460067487703488,0.4260564137571364,0.16364612798065883
116,0.09465916522959078,0.1320325887867204,0.6826438795840112,0.09066436639967768
117,0.1925696210142077,0.26974626366082766,0.35869243963144165,0.17899167569352303
118,0.11101152371826663,0.11682549599323465,0.7048833863733887,0.0672795939151102
119,0.19982272764081987,0.28094231056811336,0.3794806267019053,0.13975433508916144
